event_name,ebase_id,event_type
"FOMC Member Goolsbee Speaks",889,"Speeches"
"FOMC Member Waller Speaks",839,"Speeches"
"FOMC Member Williams Speaks",518,"Speeches"
"FOMC Member Cook Speaks",886,"Speeches"
"FOMC Member Hammack Speaks",913,"Speeches"
"FOMC Member Musalem Speaks",911,"Speeches"
"FOMC Member Barkin Speaks",728,"Speeches"
"MPC Member Lombardelli Speaks",908,"Speeches"
"MPC Member Greene Speaks",894,"Speeches"
"MPC Member Mann Speaks",848,"Speeches"
"President Trump Speaks",645,"Speeches"
"FOMC Member Kugler Speaks",901,"Speeches"
"MPC Member Taylor Speaks",916,"Speeches"
"MPC Member Pill Speaks",850,"Speeches"
"BOE Gov Bailey Speaks",838,"Speeches"
"President Trump Speaks",645,"Speeches"
"MPC Member Breeden Speaks",899,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"FOMC Member Waller Speaks",839,"Speeches"
"FOMC Member Jefferson Speaks",881,"Speeches"
"FOMC Member Daly Speaks",807,"Speeches"
"Fed Chair Powell Speaks",717,"Speeches"
"MPC Member Dhingra Speaks",875,"Speeches"
"FOMC Member Barr Speaks",880,"Speeches"
"SNB Chairman Schlegel Speaks",915,"Speeches"
"MPC Member Lombardelli Speaks",908,"Speeches"
"FOMC Member Barkin Speaks",728,"Speeches"
"FOMC Member Daly Speaks",807,"Speeches"
"FOMC Member Williams Speaks",518,"Speeches"
"FOMC Member Bostic Speaks",725,"Speeches"
"FOMC Member Jefferson Speaks",881,"Speeches"
"FOMC Member Williams Speaks",518,"Speeches"
"SNB Chairman Schlegel Speaks",915,"Speeches"
"FOMC Member Logan Speaks",890,"Speeches"
"FOMC Member Kashkari Speaks",651,"Speeches"
"FOMC Member Bostic Speaks",725,"Speeches"
"MPC Member Pill Speaks",850,"Speeches"
"FOMC Member Barkin Speaks",728,"Speeches"
"FOMC Member Bostic Speaks",725,"Speeches"
"FOMC Member Musalem Speaks",911,"Speeches"
"President Trump Speaks",645,"Speeches"
"FOMC Member Kugler Speaks",901,"Speeches"
"FOMC Member Daly Speaks",807,"Speeches"
"FOMC Member Hammack Speaks",913,"Speeches"
"FOMC Member Barkin Speaks",728,"Speeches"
"FOMC Member Bowman Speaks",812,"Speeches"
"MPC Member Breeden Speaks",899,"Speeches"
"RBA Deputy Gov Hauser Speaks",904,"Speeches"
"MPC Member Breeden Speaks",899,"Speeches"
"MPC Member Dhingra Speaks",875,"Speeches"
"MPC Member Pill Speaks",850,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"FOMC Member Williams Speaks",518,"Speeches"
"BOC Gov Macklem Speaks",840,"Speeches"
"Gov Council Member Gravelle Speaks",835,"Speeches"
"FOMC Member Musalem Speaks",911,"Speeches"
"FOMC Member Schmid Speaks",912,"Speeches"
"FOMC Member Cook Speaks",886,"Speeches"
"Fed Chair Powell Speaks",717,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"BOJ Gov Ueda Speaks",892,"Speeches"
"RBA Deputy Gov Hauser Speaks",904,"Speeches"
"FOMC Member Kashkari Speaks",651,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"SNB Chairman Schlegel Speaks",915,"Speeches"
"FOMC Member Williams Speaks",518,"Speeches"
"MPC Member Lombardelli Speaks",908,"Speeches"
"FOMC Member Waller Speaks",839,"Speeches"
"FOMC Member Kashkari Speaks",651,"Speeches"
"RBNZ Gov Hawkesby Speaks",919,"Speeches"
"MPC Member Breeden Speaks",899,"Speeches"
"FOMC Member Barkin Speaks",728,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"BOE Gov Bailey Speaks",838,"Speeches"
"FOMC Member Kugler Speaks",901,"Speeches"
"FOMC Member Daly Speaks",807,"Speeches"
"FOMC Member Logan Speaks",890,"Speeches"
"FOMC Member Bostic Speaks",725,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"FOMC Member Waller Speaks",839,"Speeches"
"FOMC Member Logan Speaks",890,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"MPC Member Mann Speaks",848,"Speeches"
"MPC Member Greene Speaks",894,"Speeches"
"Fed Chair Powell Speaks",717,"Speeches"
"RBA Assist Gov Hunter Speaks",907,"Speeches"
"BOJ Gov Ueda Speaks",892,"Speeches"
"Gov Board Member Tschudin Speaks",914,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"FOMC Member Cook Speaks",886,"Speeches"
"FOMC Member Logan Speaks",890,"Speeches"
"FOMC Member Bostic Speaks",725,"Speeches"
"FOMC Member Cook Speaks",886,"Speeches"
"MPC Member Greene Speaks",894,"Speeches"
"MPC Member Breeden Speaks",899,"Speeches"
"FOMC Member Kugler Speaks",901,"Speeches"
"Gov Council Member Kozicki Speaks",849,"Speeches"
"FOMC Member Harker Speaks",649,"Speeches"
"FOMC Member Schmid Speaks",912,"Speeches"
"FOMC Member Bowman Speaks",812,"Speeches"
"FOMC Member Harker Speaks",649,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"MPC Member Greene Speaks",894,"Speeches"
"President Trump Speaks",645,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"BOC Gov Macklem Speaks",840,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"BOJ Gov Ueda Speaks",892,"Speeches"
"President Trump Speaks",645,"Speeches"
"FOMC Member Daly Speaks",807,"Speeches"
"FOMC Member Waller Speaks",839,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"FOMC Member Bowman Speaks",812,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"FOMC Member Kugler Speaks",901,"Speeches"
"FOMC Member Williams Speaks",518,"Speeches"
"BOE Gov Bailey Speaks",838,"Speeches"
"MPC Member Greene Speaks",894,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"FOMC Member Hammack Speaks",913,"Speeches"
"MPC Member Ramsden Speaks",689,"Speeches"
"BOE Gov Bailey Speaks",838,"Speeches"
"Fed Chair Powell Testifies",731,"Speeches"
"MPC Member Pill Speaks",850,"Speeches"
"MPC Member Breeden Speaks",899,"Speeches"
"FOMC Member Williams Speaks",518,"Speeches"
"FOMC Member Collins Speaks",882,"Speeches"
"FOMC Member Barr Speaks",880,"Speeches"
"MPC Member Lombardelli Speaks",908,"Speeches"
"Fed Chair Powell Testifies",731,"Speeches"
"MPC Member Breeden Speaks",899,"Speeches"
"BOE Gov Bailey Speaks",838,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"FOMC Member Barkin Speaks",728,"Speeches"
"FOMC Member Daly Speaks",807,"Speeches"
"FOMC Member Hammack Speaks",913,"Speeches"
"FOMC Member Barr Speaks",880,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"FOMC Member Cook Speaks",886,"Speeches"
"FOMC Member Hammack Speaks",913,"Speeches"
"FOMC Member Bostic Speaks",725,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"BOE Gov Bailey Speaks",838,"Speeches"
"BOJ Gov Ueda Speaks",892,"Speeches"
"Fed Chair Powell Speaks",717,"Speeches"
"MPC Member Taylor Speaks",916,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"BOE Gov Bailey Speaks",838,"Speeches"
"FOMC Member Bostic Speaks",725,"Speeches"
"MPC Member Taylor Speaks",916,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"BOE Gov Bailey Speaks",838,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"RBA Deputy Gov Hauser Speaks",904,"Speeches"
"RBA Assist Gov Hunter Speaks",907,"Speeches"
"BOE Gov Bailey Speaks",838,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"FOMC Member Musalem Speaks",911,"Speeches"
"MPC Member Breeden Speaks",899,"Speeches"
"FOMC Member Waller Speaks",839,"Speeches"
"FOMC Member Daly Speaks",807,"Speeches"
"FOMC Member Bowman Speaks",812,"Speeches"
"FOMC Member Barr Speaks",880,"Speeches"
"FOMC Member Barkin Speaks",728,"Speeches"
"FOMC Member Collins Speaks",882,"Speeches"
"BOE Gov Bailey Speaks",838,"Speeches"
"FOMC Member Logan Speaks",890,"Speeches"
"FOMC Member Barkin Speaks",728,"Speeches"
"FOMC Member Hammack Speaks",913,"Speeches"
"FOMC Member Barr Speaks",880,"Speeches"
"FOMC Member Bostic Speaks",725,"Speeches"
"FOMC Member Williams Speaks",518,"Speeches"
"FOMC Member Kugler Speaks",901,"Speeches"
"FOMC Member Daly Speaks",807,"Speeches"
"FOMC Member Cook Speaks",886,"Speeches"
"FOMC Member Waller Speaks",839,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"BOE Gov Bailey Speaks",838,"Speeches"
"Fed Chair Powell Speaks",717,"Speeches"
"President Trump Speaks",645,"Speeches"
"RBA Gov Bullock Speaks",671,"Speeches"
"President Trump Speaks",645,"Speeches"
"RBA Deputy Gov Hauser Speaks",904,"Speeches"
"Bank Holiday",392,"Misc"
"OPEC-JMMC Meetings",798,"Misc"
"Natural Gas Storage",26,"Misc"
"Bank Holiday",394,"Misc"
"Bank Holiday",389,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Crude Oil Inventories",10,"Misc"
"Natural Gas Storage",26,"Misc"
"Bank Holiday",393,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Crude Oil Inventories",10,"Misc"
"NBS Press Conference",469,"Misc"
"French Bank Holiday",396,"Misc"
"Italian Bank Holiday",397,"Misc"
"Natural Gas Storage",26,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Crude Oil Inventories",10,"Misc"
"Natural Gas Storage",26,"Misc"
"Bank Holiday",390,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Crude Oil Inventories",10,"Misc"
"Natural Gas Storage",26,"Misc"
"Bank Holiday",389,"Misc"
"Bank Holiday",370,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Natural Gas Storage",26,"Misc"
"Crude Oil Inventories",10,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Crude Oil Inventories",10,"Misc"
"Natural Gas Storage",26,"Misc"
"ECOFIN Meetings",504,"Misc"
"Eurogroup Meetings",562,"Misc"
"NBS Press Conference",469,"Misc"
"ECOFIN Meetings",504,"Misc"
"Bank Holiday",393,"Misc"
"Bank Holiday",468,"Misc"
"Bank Holiday",468,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Crude Oil Inventories",10,"Misc"
"Natural Gas Storage",26,"Misc"
"Bank Holiday",393,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Crude Oil Inventories",10,"Misc"
"Natural Gas Storage",26,"Misc"
"Daylight Saving Time Shift",404,"Misc"
"Bank Holiday",389,"Misc"
"Bank Holiday",468,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Bank Holiday",468,"Misc"
"OPEC-JMMC Meetings",798,"Misc"
"Crude Oil Inventories",10,"Misc"
"Bank Holiday",468,"Misc"
"German Bank Holiday",391,"Misc"
"Natural Gas Storage",26,"Misc"
"Bank Holiday",468,"Misc"
"Daylight Saving Time Shift",403,"Misc"
"Bank Holiday",394,"Misc"
"Bank Holiday",468,"Misc"
"Eurogroup Meetings",562,"Misc"
"ECOFIN Meetings",504,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Crude Oil Inventories",10,"Misc"
"Natural Gas Storage",26,"Misc"
"Bank Holiday",393,"Misc"
"Bank Holiday",389,"Misc"
"Bank Holiday",370,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Natural Gas Storage",26,"Misc"
"Crude Oil Inventories",10,"Misc"
"NBS Press Conference",469,"Misc"
"IMF Meetings",461,"Misc"
"BRICS Summit",900,"Misc"
"IMF Meetings",461,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"BRICS Summit",900,"Misc"
"IMF Meetings",461,"Misc"
"Crude Oil Inventories",10,"Misc"
"BRICS Summit",900,"Misc"
"IMF Meetings",461,"Misc"
"Natural Gas Storage",26,"Misc"
"IMF Meetings",461,"Misc"
"IMF Meetings",461,"Misc"
"Daylight Saving Time Shift",402,"Misc"
"Daylight Saving Time Shift",401,"Misc"
"Daylight Saving Time Shift",400,"Misc"
"Lower House Elections",475,"Misc"
"Bank Holiday",395,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Crude Oil Inventories",10,"Misc"
"Natural Gas Storage",26,"Misc"
"French Bank Holiday",396,"Misc"
"Italian Bank Holiday",397,"Misc"
"Daylight Saving Time Shift",399,"Misc"
"Daylight Saving Time Shift",398,"Misc"
"Bank Holiday",393,"Misc"
"Eurogroup Meetings",562,"Misc"
"ECOFIN Meetings",504,"Misc"
"Presidential Election",407,"Misc"
"Congressional Elections",503,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Crude Oil Inventories",10,"Misc"
"Natural Gas Storage",26,"Misc"
"French Bank Holiday",396,"Misc"
"Bank Holiday",389,"Misc"
"Bank Holiday",370,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Natural Gas Storage",26,"Misc"
"Crude Oil Inventories",10,"Misc"
"NBS Press Conference",469,"Misc"
"G20 Meetings",435,"Misc"
"G20 Meetings",435,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Crude Oil Inventories",10,"Misc"
"Natural Gas Storage",26,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Crude Oil Inventories",10,"Misc"
"Natural Gas Storage",26,"Misc"
"Bank Holiday",370,"Misc"
"Bank Stress Test Results",609,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Crude Oil Inventories",10,"Misc"
"OPEC-JMMC Meetings",798,"Misc"
"Natural Gas Storage",26,"Misc"
"Eurogroup Meetings",562,"Misc"
"ECOFIN Meetings",504,"Misc"
"OPEC Meetings",437,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Crude Oil Inventories",10,"Misc"
"Natural Gas Storage",26,"Misc"
"G7 Meetings",423,"Misc"
"NBS Press Conference",469,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Crude Oil Inventories",10,"Misc"
"Natural Gas Storage",26,"Misc"
"German Bank Holiday",391,"Misc"
"Bank Holiday",395,"Misc"
"Bank Holiday",394,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Bank Holiday",392,"Misc"
"French Bank Holiday",396,"Misc"
"German Bank Holiday",391,"Misc"
"Italian Bank Holiday",397,"Misc"
"Bank Holiday",390,"Misc"
"Bank Holiday",389,"Misc"
"Bank Holiday",370,"Misc"
"Bank Holiday",395,"Misc"
"Bank Holiday",394,"Misc"
"Bank Holiday",392,"Misc"
"German Bank Holiday",391,"Misc"
"Italian Bank Holiday",397,"Misc"
"Bank Holiday",390,"Misc"
"Bank Holiday",389,"Misc"
"Natural Gas Storage",26,"Misc"
"Crude Oil Inventories",10,"Misc"
"Bank Holiday",393,"Misc"
"German Bank Holiday",391,"Misc"
"Bank Holiday",395,"Misc"
"Bank Holiday",394,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Bank Holiday",393,"Misc"
"Bank Holiday",468,"Misc"
"Bank Holiday",392,"Misc"
"French Bank Holiday",396,"Misc"
"German Bank Holiday",391,"Misc"
"Italian Bank Holiday",397,"Misc"
"Bank Holiday",390,"Misc"
"Bank Holiday",389,"Misc"
"Bank Holiday",370,"Misc"
"Bank Holiday",395,"Misc"
"Bank Holiday",393,"Misc"
"Bank Holiday",392,"Misc"
"Crude Oil Inventories",10,"Misc"
"Bank Holiday",393,"Misc"
"Natural Gas Storage",26,"Misc"
"Italian Bank Holiday",397,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Crude Oil Inventories",10,"Misc"
"Natural Gas Storage",26,"Misc"
"Bank Holiday",393,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Crude Oil Inventories",10,"Misc"
"Natural Gas Storage",26,"Misc"
"NBS Press Conference",469,"Misc"
"WEF Annual Meetings",444,"Misc"
"Eurogroup Meetings",562,"Misc"
"Bank Holiday",370,"Misc"
"WEF Annual Meetings",444,"Misc"
"ECOFIN Meetings",504,"Misc"
"WEF Annual Meetings",444,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"WEF Annual Meetings",444,"Misc"
"Natural Gas Storage",26,"Misc"
"Crude Oil Inventories",10,"Misc"
"WEF Annual Meetings",444,"Misc"
"Bank Holiday",394,"Misc"
"Bank Holiday",468,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Bank Holiday",468,"Misc"
"Crude Oil Inventories",10,"Misc"
"Bank Holiday",468,"Misc"
"Natural Gas Storage",26,"Misc"
"Bank Holiday",468,"Misc"
"Bank Holiday",468,"Misc"
"OPEC-JMMC Meetings",798,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Crude Oil Inventories",10,"Misc"
"Bank Holiday",395,"Misc"
"Natural Gas Storage",26,"Misc"
"Bank Holiday",393,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Greek Presidential Elections",615,"Misc"
"Crude Oil Inventories",10,"Misc"
"Natural Gas Storage",26,"Misc"
"Eurogroup Meetings",562,"Misc"
"Bank Holiday",389,"Misc"
"Bank Holiday",370,"Misc"
"ECOFIN Meetings",504,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Natural Gas Storage",26,"Misc"
"Crude Oil Inventories",10,"Misc"
"German Federal Elections",480,"Misc"
"Bank Holiday",393,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Crude Oil Inventories",10,"Misc"
"G20 Meetings",435,"Misc"
"Natural Gas Storage",26,"Misc"
"G20 Meetings",435,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Crude Oil Inventories",10,"Misc"
"Euro Summit",622,"Misc"
"Natural Gas Storage",26,"Misc"
"Daylight Saving Time Shift",399,"Misc"
"Daylight Saving Time Shift",398,"Misc"
"Eurogroup Meetings",562,"Misc"
"ECOFIN Meetings",504,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Crude Oil Inventories",10,"Misc"
"Natural Gas Storage",26,"Misc"
"NBS Press Conference",469,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Crude Oil Inventories",10,"Misc"
"Bank Holiday",393,"Misc"
"Natural Gas Storage",26,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Crude Oil Inventories",10,"Misc"
"Natural Gas Storage",26,"Misc"
"Daylight Saving Time Shift",402,"Misc"
"Daylight Saving Time Shift",401,"Misc"
"Daylight Saving Time Shift",400,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Crude Oil Inventories",10,"Misc"
"OPEC-JMMC Meetings",798,"Misc"
"Natural Gas Storage",26,"Misc"
"Bank Holiday",468,"Misc"
"Daylight Saving Time Shift",404,"Misc"
"Daylight Saving Time Shift",403,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Crude Oil Inventories",10,"Misc"
"Natural Gas Storage",26,"Misc"
"Eurogroup Meetings",562,"Misc"
"ECOFIN Meetings",504,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"NBS Press Conference",469,"Misc"
"Crude Oil Inventories",10,"Misc"
"Natural Gas Storage",26,"Misc"
"Bank Holiday",395,"Misc"
"Bank Holiday",394,"Misc"
"Bank Holiday",392,"Misc"
"German Bank Holiday",391,"Misc"
"Bank Holiday",390,"Misc"
"Bank Holiday",389,"Misc"
"Bank Holiday",395,"Misc"
"Bank Holiday",394,"Misc"
"Bank Holiday",392,"Misc"
"French Bank Holiday",396,"Misc"
"German Bank Holiday",391,"Misc"
"Italian Bank Holiday",397,"Misc"
"Bank Holiday",390,"Misc"
"IMF Meetings",461,"Misc"
"IMF Meetings",461,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"IMF Meetings",461,"Misc"
"Crude Oil Inventories",10,"Misc"
"IMF Meetings",461,"Misc"
"Natural Gas Storage",26,"Misc"
"Bank Holiday",395,"Misc"
"Bank Holiday",394,"Misc"
"Italian Bank Holiday",397,"Misc"
"IMF Meetings",461,"Misc"
"IMF Meetings",461,"Misc"
"IMF Meetings",461,"Misc"
"Federal Election",627,"Misc"
"Bank Holiday",393,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Crude Oil Inventories",10,"Misc"
"Bank Holiday",468,"Misc"
"Bank Holiday",392,"Misc"
"French Bank Holiday",396,"Misc"
"German Bank Holiday",391,"Misc"
"Italian Bank Holiday",397,"Misc"
"Natural Gas Storage",26,"Misc"
"Bank Holiday",468,"Misc"
"Parliamentary Elections",499,"Misc"
"OPEC-JMMC Meetings",798,"Misc"
"Bank Holiday",393,"Misc"
"Bank Holiday",390,"Misc"
"Bank Holiday",393,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Crude Oil Inventories",10,"Misc"
"French Bank Holiday",396,"Misc"
"Natural Gas Storage",26,"Misc"
"Eurogroup Meetings",562,"Misc"
"ECOFIN Meetings",504,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Crude Oil Inventories",10,"Misc"
"Natural Gas Storage",26,"Misc"
"NBS Press Conference",469,"Misc"
"Bank Holiday",389,"Misc"
"G7 Meetings",423,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"G7 Meetings",423,"Misc"
"Crude Oil Inventories",10,"Misc"
"G7 Meetings",423,"Misc"
"Natural Gas Storage",26,"Misc"
"Bank Holiday",390,"Misc"
"Bank Holiday",370,"Misc"
"OPEC-JMMC Meetings",798,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Bank Holiday",392,"Misc"
"French Bank Holiday",396,"Misc"
"German Bank Holiday",391,"Misc"
"Natural Gas Storage",26,"Misc"
"Crude Oil Inventories",10,"Misc"
"Bank Holiday",395,"Misc"
"Bank Holiday",468,"Misc"
"Italian Bank Holiday",397,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Crude Oil Inventories",10,"Misc"
"Natural Gas Storage",26,"Misc"
"Bank Holiday",394,"Misc"
"Bank Holiday",392,"Misc"
"French Bank Holiday",396,"Misc"
"German Bank Holiday",391,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Crude Oil Inventories",10,"Misc"
"Natural Gas Storage",26,"Misc"
"NBS Press Conference",469,"Misc"
"G7 Meetings",423,"Misc"
"G7 Meetings",423,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Crude Oil Inventories",10,"Misc"
"Natural Gas Storage",26,"Misc"
"Eurogroup Meetings",562,"Misc"
"Bank Holiday",370,"Misc"
"Bank Holiday",395,"Misc"
"ECOFIN Meetings",504,"Misc"
"API Weekly Statistical Bulletin",754,"Misc"
"Crude Oil Inventories",10,"Misc"
